source,target,weight
A000253,A000274,1
A000253,A000409,1
A000253,A000411,1
A000253,A000471,1
A000253,A000473,1
A000253,A000525,1
A000254,A000255,1
A000254,A000257,1
A000254,A000397,1
A000254,A000434,1
A000254,A000495,1
A000254,A000536,1
A000254,A000543,1
A000255,A000256,1
A000255,A000257,2
A000255,A000265,2
A000255,A000274,2
A000255,A000275,1
A000255,A000279,1
A000255,A000323,1
A000255,A000333,1
A000255,A000343,1
A000255,A000347,1
A000255,A000348,1
A000255,A000357,1
A000255,A000376,1
A000255,A000381,1
A000255,A000387,1
A000255,A000398,1
A000255,A000412,1
A000255,A000425,2
A000255,A000428,1
A000255,A000430,1
A000255,A000442,2
A000255,A000465,1
A000255,A000472,1
A000255,A000475,1
A000255,A000502,1
A000255,A000506,1
A000255,A000507,1
A000255,A000550,1
A000255,A000556,1
A000255,A000565,1
A000256,A000272,1
A000256,A000274,1
A000256,A000291,1
A000256,A000294,1
A000256,A000349,1
A000256,A000367,1
A000256,A000373,1
A000256,A000384,1
A000256,A000425,1
A000256,A000493,1
A000256,A000510,1
A000256,A000512,1
A000256,A000552,1
A000256,A000555,1
A000257,A000263,1
A000257,A000306,1
A000257,A000316,1
A000257,A000343,1
A000257,A000424,1
A000257,A000516,1
A000257,A000519,1
A000258,A000289,1
A000258,A000380,1
A000258,A000381,1
A000258,A000382,1
A000258,A000386,1
A000258,A000407,1
A000258,A000516,1
A000258,A000545,1
A000258,A000547,1
A000259,A000288,1
A000259,A000351,1
A000259,A000383,1
A000259,A000385,1
A000259,A000401,1
A000259,A000413,1
A000259,A000425,1
A000259,A000449,1
A000259,A000467,2
A000259,A000493,1
A000259,A000506,1
A000260,A000268,1
A000260,A000298,1
A000260,A000299,1
A000260,A000305,1
A000260,A000308,1
A000260,A000516,1
A000260,A000523,1
A000261,A000273,1
A000261,A000283,1
A000261,A000287,1
A000261,A000290,1
A000261,A000368,1
A000261,A000372,1
A000261,A000375,1
A000261,A000379,1
A000261,A000412,1
A000262,A000265,1
A000262,A000310,1
A000262,A000363,1
A000262,A000373,1
A000262,A000472,1
A000262,A000475,1
A000262,A000477,1
A000262,A000512,1
A000262,A000566,1
A000263,A000316,1
A000263,A000424,1
A000263,A000452,1
A000263,A000488,1
A000263,A000519,1
A000265,A000357,1
A000265,A000376,1
A000265,A000465,1
A000265,A000472,1
A000265,A000475,1
A000265,A000502,1
A000265,A000565,1
A000265,A000566,1
A000266,A000357,1
A000266,A000385,1
A000266,A000564,1
A000267,A000342,1
A000267,A000373,1
A000267,A000428,1
A000268,A000274,1
A000268,A000298,1
A000268,A000299,1
A000268,A000305,1
A000268,A000308,1
A000268,A000409,1
A000268,A000411,1
A000268,A000471,1
A000268,A000473,1
A000268,A000516,1
A000268,A000523,1
A000268,A000525,1
A000269,A000467,1
A000269,A000493,1
A000270,A000284,1
A000270,A000449,1
A000270,A000510,1
A000271,A000334,1
A000271,A000416,1
A000271,A000493,1
A000271,A000515,1
A000272,A000281,1
A000272,A000294,1
A000272,A000308,1
A000272,A000339,1
A000272,A000373,2
A000272,A000377,1
A000272,A000381,1
A000272,A000382,1
A000272,A000384,1
A000272,A000391,1
A000272,A000403,1
A000272,A000407,1
A000272,A000412,1
A000272,A000435,1
A000272,A000480,1
A000272,A000512,1
A000272,A000552,1
A000272,A000553,1
A000273,A000283,1
A000273,A000287,1
A000273,A000290,1
A000273,A000368,1
A000273,A000372,1
A000273,A000375,1
A000273,A000379,1
A000273,A000412,1
A000274,A000277,1
A000274,A000279,1
A000274,A000281,1
A000274,A000284,1
A000274,A000320,1
A000274,A000321,1
A000274,A000323,1
A000274,A000333,1
A000274,A000344,1
A000274,A000347,1
A000274,A000348,2
A000274,A000349,1
A000274,A000367,1
A000274,A000369,1
A000274,A000378,1
A000274,A000380,1
A000274,A000392,1
A000274,A000401,1
A000274,A000409,1
A000274,A000411,1
A000274,A000412,1
A000274,A000442,1
A000274,A000445,1
A000274,A000471,1
A000274,A000473,1
A000274,A000489,1
A000274,A000492,1
A000274,A000493,2
A000274,A000496,1
A000274,A000510,1
A000274,A000525,1
A000274,A000537,1
A000274,A000538,1
A000274,A000549,1
A000274,A000550,1
A000274,A000555,1
A000274,A000556,1
A000275,A000333,1
A000275,A000381,1
A000275,A000475,1
A000275,A000550,1
A000276,A000282,1
A000276,A000382,1
A000276,A000426,1
A000276,A000545,1
A000277,A000321,1
A000277,A000333,1
A000277,A000378,1
A000277,A000392,1
A000277,A000445,1
A000277,A000489,1
A000277,A000496,1
A000277,A000538,1
A000277,A000550,1
A000278,A000348,1
A000278,A000398,1
A000278,A000444,1
A000278,A000462,1
A000278,A000479,1
A000278,A000485,1
A000278,A000505,1
A000280,A000335,1
A000280,A000446,1
A000280,A000458,1
A000281,A000308,1
A000281,A000348,1
A000281,A000351,1
A000281,A000373,1
A000281,A000380,1
A000281,A000381,1
A000281,A000391,1
A000281,A000403,1
A000281,A000435,1
A000281,A000480,1
A000281,A000484,1
A000281,A000513,1
A000281,A000537,1
A000281,A000544,1
A000282,A000382,1
A000282,A000426,1
A000282,A000545,1
A000283,A000287,1
A000283,A000290,1
A000283,A000368,1
A000283,A000372,1
A000283,A000375,1
A000283,A000379,1
A000283,A000412,1
A000284,A000331,1
A000284,A000340,1
A000284,A000353,1
A000284,A000401,1
A000284,A000449,2
A000284,A000463,1
A000284,A000510,1
A000284,A000520,1
A000284,A000549,1
A000284,A000556,1
A000285,A000297,1
A000285,A000348,1
A000286,A000333,1
A000286,A000377,1
A000286,A000378,1
A000286,A000404,1
A000286,A000432,1
A000286,A000540,1
A000287,A000290,1
A000287,A000368,1
A000287,A000372,1
A000287,A000375,1
A000287,A000379,1
A000287,A000412,1
A000288,A000401,1
A000288,A000467,1
A000289,A000380,1
A000289,A000381,1
A000289,A000382,1
A000289,A000386,1
A000289,A000407,1
A000289,A000516,1
A000289,A000545,1
A000289,A000547,1
A000290,A000368,1
A000290,A000372,1
A000290,A000375,1
A000290,A000379,1
A000290,A000412,1
A000291,A000510,1
A000292,A000359,1
A000292,A000378,1
A000292,A000459,1
A000293,A000477,1
A000293,A000482,1
A000293,A000524,1
A000294,A000373,1
A000294,A000384,1
A000294,A000512,1
A000294,A000552,1
A000295,A000421,1
A000295,A000457,1
A000295,A000511,1
A000296,A000306,1
A000296,A000383,1
A000296,A000393,1
A000296,A000493,1
A000297,A000348,1
A000298,A000299,1
A000298,A000305,1
A000298,A000308,1
A000298,A000516,1
A000298,A000523,1
A000299,A000305,1
A000299,A000308,1
A000299,A000516,1
A000299,A000523,1
A000300,A000305,1
A000300,A000326,1
A000300,A000330,1
A000300,A000370,1
A000300,A000373,2
A000300,A000410,1
A000300,A000515,1
A000300,A000562,1
A000301,A000381,1
A000301,A000448,1
A000301,A000568,1
A000302,A000517,1
A000302,A000556,1
A000303,A000319,1
A000303,A000335,1
A000303,A000362,1
A000303,A000422,1
A000303,A000434,1
A000303,A000443,1
A000303,A000451,1
A000303,A000474,1
A000303,A000491,1
A000303,A000499,1
A000303,A000518,1
A000303,A000529,1
A000304,A000311,1
A000304,A000356,1
A000304,A000402,1
A000304,A000431,1
A000304,A000436,1
A000304,A000474,1
A000304,A000487,1
A000304,A000554,1
A000304,A000560,1
A000305,A000308,1
A000305,A000370,1
A000305,A000410,1
A000305,A000516,1
A000305,A000523,1
A000305,A000562,1
A000306,A000334,1
A000306,A000383,1
A000306,A000393,1
A000306,A000493,1
A000306,A000516,1
A000307,A000309,1
A000307,A000318,1
A000307,A000406,1
A000307,A000522,1
A000308,A000381,1
A000308,A000391,1
A000308,A000403,1
A000308,A000432,1
A000308,A000433,1
A000308,A000435,1
A000308,A000477,1
A000308,A000480,1
A000308,A000516,1
A000308,A000523,1
A000309,A000318,1
A000309,A000406,1
A000309,A000522,1
A000310,A000363,1
A000310,A000472,1
A000310,A000477,1
A000311,A000356,1
A000311,A000402,1
A000311,A000431,1
A000311,A000436,1
A000311,A000474,1
A000311,A000487,1
A000311,A000554,1
A000311,A000560,1
A000312,A000323,1
A000312,A000343,1
A000312,A000354,1
A000312,A000423,1
A000313,A000322,1
A000313,A000398,1
A000313,A000420,1
A000313,A000548,1
A000314,A000315,1
A000314,A000521,1
A000315,A000521,1
A000316,A000424,1
A000316,A000519,1
A000317,A000537,1
A000318,A000406,1
A000318,A000522,1
A000319,A000335,1
A000319,A000362,1
A000319,A000422,1
A000319,A000434,1
A000319,A000443,1
A000319,A000451,1
A000319,A000474,1
A000319,A000491,1
A000319,A000499,1
A000319,A000518,1
A000319,A000529,1
A000320,A000325,1
A000320,A000344,1
A000320,A000383,1
A000320,A000430,1
A000320,A000454,1
A000320,A000467,1
A000320,A000493,1
A000320,A000557,1
A000321,A000333,1
A000321,A000334,1
A000321,A000378,1
A000321,A000391,1
A000321,A000392,1
A000321,A000445,1
A000321,A000489,1
A000321,A000496,1
A000321,A000503,1
A000321,A000531,1
A000321,A000538,1
A000321,A000550,1
A000321,A000559,1
A000321,A000560,1
A000322,A000398,1
A000322,A000420,1
A000322,A000548,1
A000323,A000347,1
A000323,A000348,1
A000323,A000412,1
A000323,A000442,1
A000323,A000556,1
A000324,A000394,1
A000325,A000383,1
A000325,A000467,1
A000325,A000493,1
A000326,A000330,1
A000326,A000373,1
A000326,A000515,1
A000327,A000393,1
A000329,A000332,1
A000329,A000453,1
A000330,A000341,1
A000330,A000373,1
A000330,A000383,1
A000330,A000515,1
A000331,A000338,1
A000331,A000340,1
A000331,A000353,1
A000331,A000449,1
A000331,A000463,1
A000331,A000464,1
A000331,A000520,1
A000331,A000556,1
A000331,A000563,1
A000332,A000450,1
A000332,A000453,1
A000332,A000492,1
A000332,A000510,1
A000332,A000546,1
A000333,A000377,1
A000333,A000378,2
A000333,A000381,1
A000333,A000392,1
A000333,A000404,1
A000333,A000432,1
A000333,A000445,1
A000333,A000466,1
A000333,A000475,1
A000333,A000489,1
A000333,A000496,1
A000333,A000538,1
A000333,A000540,1
A000333,A000550,2
A000334,A000391,1
A000334,A000416,1
A000334,A000493,1
A000334,A000503,1
A000334,A000515,1
A000334,A000531,1
A000334,A000559,1
A000334,A000560,1
A000335,A000362,1
A000335,A000422,1
A000335,A000434,1
A000335,A000443,1
A000335,A000446,1
A000335,A000451,1
A000335,A000458,1
A000335,A000474,1
A000335,A000491,1
A000335,A000499,1
A000335,A000518,1
A000335,A000529,1
A000336,A000343,1
A000336,A000373,1
A000337,A000352,1
A000337,A000533,1
A000338,A000464,1
A000338,A000563,1
A000339,A000382,1
A000340,A000353,1
A000340,A000377,1
A000340,A000449,1
A000340,A000463,1
A000340,A000509,1
A000340,A000520,1
A000340,A000534,1
A000340,A000556,1
A000342,A000373,1
A000342,A000428,1
A000343,A000354,1
A000343,A000373,1
A000343,A000423,1
A000344,A000351,1
A000344,A000364,1
A000344,A000371,1
A000344,A000378,1
A000344,A000381,1
A000345,A000361,1
A000345,A000400,1
A000345,A000439,1
A000345,A000494,1
A000346,A000388,1
A000346,A000430,1
A000346,A000507,1
A000346,A000508,1
A000347,A000348,1
A000347,A000412,1
A000347,A000442,1
A000347,A000556,1
A000348,A000380,1
A000348,A000398,1
A000348,A000412,1
A000348,A000442,1
A000348,A000444,1
A000348,A000462,1
A000348,A000479,1
A000348,A000485,1
A000348,A000505,1
A000348,A000537,1
A000348,A000556,1
A000349,A000367,1
A000349,A000418,1
A000349,A000425,1
A000349,A000442,1
A000349,A000459,1
A000349,A000493,1
A000349,A000555,1
A000350,A000366,1
A000350,A000374,1
A000350,A000403,1
A000350,A000424,1
A000350,A000440,1
A000350,A000478,1
A000350,A000554,1
A000350,A000561,1
A000351,A000373,2
A000351,A000378,1
A000351,A000383,1
A000351,A000413,1
A000351,A000449,1
A000351,A000467,1
A000351,A000493,2
A000351,A000506,1
A000351,A000515,1
A000351,A000542,1
A000351,A000561,1
A000352,A000533,1
A000353,A000449,1
A000353,A000463,1
A000353,A000520,1
A000353,A000556,1
A000354,A000370,1
A000354,A000385,1
A000354,A000396,1
A000354,A000416,1
A000354,A000423,1
A000354,A000426,1
A000354,A000475,1
A000354,A000477,1
A000354,A000481,1
A000354,A000500,1
A000354,A000501,1
A000354,A000506,1
A000354,A000546,1
A000355,A000367,1
A000355,A000552,1
A000356,A000402,1
A000356,A000431,1
A000356,A000436,1
A000356,A000474,1
A000356,A000487,1
A000356,A000554,1
A000356,A000560,1
A000357,A000385,1
A000357,A000465,1
A000357,A000502,1
A000357,A000564,1
A000357,A000565,1
A000358,A000369,1
A000358,A000426,1
A000359,A000378,1
A000359,A000459,1
A000359,A000535,1
A000360,A000461,1
A000361,A000400,1
A000361,A000439,1
A000362,A000422,1
A000362,A000434,1
A000362,A000443,1
A000362,A000451,1
A000362,A000474,1
A000362,A000491,1
A000362,A000499,1
A000362,A000518,1
A000362,A000529,1
A000363,A000472,1
A000363,A000477,1
A000364,A000371,1
A000364,A000381,1
A000365,A000486,1
A000365,A000535,1
A000366,A000374,1
A000366,A000403,1
A000366,A000424,1
A000366,A000478,1
A000366,A000554,1
A000367,A000493,1
A000367,A000552,1
A000367,A000555,1
A000368,A000372,1
A000368,A000375,1
A000368,A000379,1
A000368,A000412,1
A000369,A000426,1
A000369,A000428,1
A000369,A000493,1
A000369,A000506,1
A000369,A000530,1
A000370,A000385,1
A000370,A000410,1
A000370,A000416,1
A000370,A000426,1
A000370,A000500,1
A000370,A000501,1
A000370,A000506,1
A000370,A000546,1
A000370,A000562,1
A000371,A000381,1
A000372,A000375,1
A000372,A000379,1
A000372,A000412,1
A000373,A000377,1
A000373,A000384,1
A000373,A000407,1
A000373,A000412,1
A000373,A000413,1
A000373,A000425,1
A000373,A000428,1
A000373,A000442,1
A000373,A000512,2
A000373,A000513,1
A000373,A000515,1
A000373,A000542,1
A000373,A000552,1
A000373,A000553,1
A000373,A000561,1
A000374,A000403,1
A000374,A000424,1
A000374,A000478,1
A000374,A000554,1
A000375,A000379,1
A000375,A000412,1
A000376,A000472,1
A000377,A000378,1
A000377,A000404,1
A000377,A000407,1
A000377,A000412,1
A000377,A000432,1
A000377,A000509,1
A000377,A000534,1
A000377,A000540,1
A000377,A000553,1
A000378,A000381,1
A000378,A000390,1
A000378,A000392,1
A000378,A000399,1
A000378,A000404,1
A000378,A000432,1
A000378,A000445,2
A000378,A000459,1
A000378,A000460,1
A000378,A000489,1
A000378,A000496,1
A000378,A000514,1
A000378,A000538,1
A000378,A000540,1
A000378,A000550,1
A000378,A000569,1
A000379,A000412,1
A000380,A000381,1
A000380,A000382,1
A000380,A000386,1
A000380,A000407,1
A000380,A000467,1
A000380,A000481,1
A000380,A000506,1
A000380,A000516,1
A000380,A000537,1
A000380,A000545,1
A000380,A000547,1
A000381,A000382,1
A000381,A000386,1
A000381,A000390,1
A000381,A000391,1
A000381,A000399,1
A000381,A000403,1
A000381,A000407,1
A000381,A000416,1
A000381,A000426,1
A000381,A000435,1
A000381,A000442,1
A000381,A000448,1
A000381,A000450,1
A000381,A000460,1
A000381,A000475,1
A000381,A000480,1
A000381,A000500,1
A000381,A000516,1
A000381,A000545,1
A000381,A000546,1
A000381,A000547,1
A000381,A000550,1
A000381,A000568,1
A000382,A000386,1
A000382,A000407,1
A000382,A000426,1
A000382,A000516,1
A000382,A000545,2
A000382,A000547,1
A000383,A000393,1
A000383,A000413,1
A000383,A000467,2
A000383,A000493,4
A000383,A000506,1
A000383,A000507,1
A000384,A000512,1
A000384,A000552,1
A000385,A000416,1
A000385,A000425,1
A000385,A000426,2
A000385,A000449,1
A000385,A000500,1
A000385,A000501,1
A000385,A000506,1
A000385,A000513,1
A000385,A000546,1
A000385,A000564,1
A000386,A000407,1
A000386,A000516,1
A000386,A000545,1
A000386,A000547,1
A000387,A000398,1
A000387,A000420,1
A000387,A000425,1
A000387,A000506,1
A000388,A000430,1
A000388,A000507,1
A000388,A000508,1
A000390,A000399,1
A000390,A000460,1
A000391,A000401,1
A000391,A000403,1
A000391,A000420,1
A000391,A000426,1
A000391,A000435,1
A000391,A000480,1
A000391,A000497,1
A000391,A000503,1
A000391,A000531,1
A000391,A000558,1
A000391,A000559,1
A000391,A000560,1
A000392,A000445,1
A000392,A000489,1
A000392,A000496,1
A000392,A000538,1
A000392,A000550,1
A000393,A000493,1
A000395,A000398,1
A000395,A000456,1
A000396,A000475,1
A000396,A000477,1
A000396,A000481,1
A000397,A000434,1
A000397,A000495,1
A000397,A000536,1
A000397,A000543,1
A000398,A000420,1
A000398,A000425,1
A000398,A000427,1
A000398,A000444,1
A000398,A000456,1
A000398,A000462,1
A000398,A000472,1
A000398,A000479,1
A000398,A000485,1
A000398,A000496,1
A000398,A000505,1
A000398,A000506,1
A000398,A000541,1
A000398,A000548,1
A000399,A000460,1
A000400,A000439,1
A000401,A000426,1
A000401,A000467,1
A000401,A000497,1
A000401,A000549,1
A000401,A000558,1
A000402,A000431,1
A000402,A000436,1
A000402,A000474,1
A000402,A000487,1
A000402,A000554,1
A000402,A000560,1
A000403,A000424,1
A000403,A000435,1
A000403,A000478,1
A000403,A000480,1
A000403,A000554,1
A000404,A000432,1
A000404,A000540,1
A000406,A000522,1
A000407,A000412,1
A000407,A000516,1
A000407,A000545,1
A000407,A000547,1
A000407,A000553,1
A000409,A000411,1
A000409,A000471,1
A000409,A000473,1
A000409,A000525,1
A000410,A000562,1
A000411,A000471,1
A000411,A000473,1
A000411,A000525,1
A000412,A000425,1
A000412,A000442,1
A000412,A000469,1
A000412,A000527,1
A000412,A000553,1
A000412,A000556,1
A000413,A000467,1
A000413,A000493,1
A000413,A000506,1
A000413,A000513,1
A000414,A000428,1
A000414,A000476,2
A000414,A000516,1
A000414,A000532,1
A000415,A000428,1
A000415,A000476,1
A000415,A000532,1
A000416,A000426,1
A000416,A000450,1
A000416,A000493,1
A000416,A000500,2
A000416,A000501,1
A000416,A000506,1
A000416,A000515,1
A000416,A000546,1
A000417,A000447,1
A000418,A000425,1
A000418,A000442,1
A000418,A000459,1
A000419,A000468,1
A000419,A000526,1
A000420,A000548,1
A000421,A000457,1
A000421,A000511,1
A000422,A000434,1
A000422,A000443,1
A000422,A000451,1
A000422,A000474,1
A000422,A000491,1
A000422,A000499,1
A000422,A000518,1
A000422,A000529,1
A000424,A000478,1
A000424,A000519,1
A000424,A000554,1
A000425,A000428,2
A000425,A000430,1
A000425,A000442,4
A000425,A000449,1
A000425,A000459,1
A000425,A000469,1
A000425,A000493,1
A000425,A000506,1
A000425,A000507,1
A000425,A000515,1
A000425,A000527,1
A000425,A000549,1
A000425,A000567,1
A000426,A000497,1
A000426,A000500,1
A000426,A000501,1
A000426,A000506,1
A000426,A000545,1
A000426,A000546,1
A000426,A000558,1
A000427,A000472,1
A000427,A000496,1
A000427,A000541,1
A000428,A000430,1
A000428,A000442,1
A000428,A000476,2
A000428,A000506,1
A000428,A000507,1
A000428,A000516,1
A000428,A000530,1
A000428,A000532,2
A000428,A000567,1
A000430,A000442,1
A000430,A000454,1
A000430,A000507,2
A000430,A000508,1
A000430,A000557,1
A000431,A000436,1
A000431,A000474,1
A000431,A000487,1
A000431,A000554,1
A000431,A000560,1
A000432,A000433,1
A000432,A000477,1
A000432,A000540,1
A000433,A000477,1
A000434,A000443,1
A000434,A000451,1
A000434,A000474,1
A000434,A000491,1
A000434,A000495,1
A000434,A000499,1
A000434,A000518,1
A000434,A000529,1
A000434,A000536,1
A000434,A000543,1
A000435,A000480,1
A000436,A000474,1
A000436,A000487,1
A000436,A000554,1
A000436,A000560,1
A000438,A000476,1
A000438,A000531,1
A000440,A000561,1
A000442,A000459,1
A000442,A000507,1
A000442,A000513,1
A000442,A000515,1
A000442,A000546,1
A000442,A000549,1
A000442,A000556,1
A000443,A000451,1
A000443,A000474,1
A000443,A000491,1
A000443,A000499,1
A000443,A000518,1
A000443,A000529,1
A000444,A000462,1
A000444,A000479,1
A000444,A000485,1
A000444,A000505,1
A000445,A000489,1
A000445,A000496,1
A000445,A000514,1
A000445,A000538,1
A000445,A000550,1
A000445,A000569,1
A000446,A000458,1
A000448,A000568,1
A000449,A000463,1
A000449,A000493,1
A000449,A000510,1
A000449,A000515,1
A000449,A000520,1
A000449,A000556,1
A000450,A000492,1
A000450,A000500,1
A000450,A000510,1
A000450,A000546,1
A000451,A000474,1
A000451,A000491,1
A000451,A000499,1
A000451,A000518,1
A000451,A000529,1
A000452,A000488,1
A000454,A000500,1
A000454,A000557,1
A000457,A000511,1
A000462,A000470,1
A000462,A000479,1
A000462,A000485,1
A000462,A000505,1
A000463,A000520,1
A000463,A000556,1
A000464,A000563,1
A000465,A000502,1
A000465,A000565,1
A000467,A000481,1
A000467,A000493,3
A000467,A000506,2
A000468,A000526,1
A000469,A000527,1
A000471,A000473,1
A000471,A000525,1
A000472,A000477,1
A000472,A000496,1
A000472,A000541,1
A000473,A000525,1
A000474,A000487,1
A000474,A000491,1
A000474,A000499,1
A000474,A000518,1
A000474,A000529,1
A000474,A000554,1
A000474,A000560,1
A000475,A000477,1
A000475,A000481,1
A000475,A000550,1
A000475,A000566,1
A000476,A000516,1
A000476,A000531,1
A000476,A000532,2
A000477,A000481,1
A000477,A000482,1
A000477,A000524,1
A000477,A000531,1
A000477,A000569,2
A000478,A000554,1
A000479,A000485,1
A000479,A000505,1
A000481,A000506,1
A000482,A000524,1
A000484,A000513,1
A000484,A000544,1
A000485,A000505,1
A000486,A000535,1
A000487,A000554,1
A000487,A000560,1
A000489,A000496,1
A000489,A000538,1
A000489,A000550,1
A000490,A000556,1
A000491,A000499,1
A000491,A000518,1
A000491,A000529,1
A000492,A000510,2
A000492,A000546,1
A000493,A000506,1
A000493,A000507,1
A000493,A000515,2
A000493,A000555,1
A000495,A000536,1
A000495,A000543,1
A000496,A000538,1
A000496,A000541,1
A000496,A000550,1
A000497,A000558,1
A000499,A000518,1
A000499,A000529,1
A000500,A000501,1
A000500,A000506,1
A000500,A000546,1
A000501,A000506,1
A000501,A000546,1
A000502,A000565,1
A000503,A000531,1
A000503,A000559,1
A000503,A000560,1
A000504,A000528,1
A000504,A000537,1
A000506,A000530,1
A000506,A000546,1
A000507,A000508,1
A000509,A000534,1
A000510,A000546,1
A000512,A000552,1
A000513,A000544,1
A000514,A000569,1
A000515,A000549,1
A000516,A000523,1
A000516,A000532,1
A000516,A000545,1
A000516,A000547,1
A000517,A000556,1
A000518,A000529,1
A000520,A000556,1
A000528,A000537,1
A000531,A000559,1
A000531,A000560,1
A000531,A000569,1
A000536,A000543,1
A000538,A000550,1
A000542,A000561,1
A000545,A000547,1
A000554,A000560,1
A000559,A000560,1
